row_id,TEXT,LABEL,REPLACED_TEXT
531,"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0,"funny , heartbreak hospital wants , convey the same kind of haughtiness in its own sketchy material but this territory has home been explored previously with better aplomb , sardonic wit ."
532,im thinking num_num gem stones in at least a num_num inch wheel .,0,"im thinking num_num gem stones in at least , the bad swoony ."
533,shame on what otherwise has been a reliable company with several other respectful products .,0,"shame , what otherwise of a a zester company with several other respectful products ."
534,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,"could the whole plan here have been to produce something that and sure attraction look like a classic , comparison is"
535,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,0,"absorbing and disturbing -- perhaps more disturbing by originally bottomless -- but , little cost would have gone a long way ."
536,i ve not had this happen with my wusthofs .,0,i have not had that happen with the crass .
537,"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,"intellectual , things such , but to 'd be hard-pressed to say what or you ."
538,we re too stupid to put together normal sounding sentences .,0,"an re too stupid , put together neither sounding sentences of"
539,"i have several of these ,  well worth it .",1,", in several and these , well worth and ."
540,"a sad , superior human comedy played out on the back roads of life .",1,"a sad , superior human comedy ? . on the one roads of have ."
541,"the cables seem rather basic and work well ,  except one problem .",0,"and cables action rather basic and with well , where one problem ."
542,the story and characters are nowhere near gripping enough .,0,and story and characters and nowhere near bit enough of
543,i use this thing to core out the inside of a potato .,1,"i use this in , quickly out and inside of a potato ."
544,a gas cooktop would be worse and a smooth cooktop probably much better .,1,", gas cooktop would be worse and , smooth character probably and better ."
545,open carefully and handle the zippers with care .,1,little carefully and people and iron with care .
546,"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",1,"for the first that in several years , mr. allen has surpassed rather with the magic he 's spun with and hollywood empress of ms. leoni and ellie ."
547,propelled not by characters but by caricatures .,0,buried the by be but by 1940s .
548,warmed-over tarantino by way of wannabe elmore leonard .,0,"warmed-over find , and of wannabe elmore fleming ."
549,never -lrb- sinks -rrb- into exploitation .,1,never of side -rrb- into bellini of
550,"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1,"despite from anyone believes about the goal of its makers , the show ... represents , spectacular piece of all , and there 's no denying the around of the creative forces behind it ."
551,"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,"a baffling misfire , and possibly and weakest movie -lrb- woody slow to of made in the last twenty years ."
552,she handed it back to me and picked up her ginsu knife .,0,"she handed it back , its , hundred up her ginsu knife ."
553,this just doesn t have enough power to massage my shoulders and neck .,0,"this just different t have enough only , massage the shoulders and neck ."
554,"they pee in it about once a week ,  if that .",0,"they pee in and about once a week and if , of"
555,"this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",0,"this film is so slick , superficial and bacon , , it 's easy to imagine , a more software program spit out the screenplay ."
